Region,Specialisms,ServiceTypes,Count
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems,Community services - Mental Health,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems,Hospitals - Mental health/capacity,6
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders,Rehabilitation (substance abuse),2
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Community services - Mental Health|Hospitals - Mental health/capacity,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Community services - Mental Health|Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,4
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Physical disabilities,Nursing homes,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Substance misuse problems|Physical disabilities,Residential homes,1
West Midlands,Caring for adults under 65 yrs|Mental health conditions|Substance misuse problems|Physical disabilities,Supported living,1
West Midlands,Caring for adults under 65 yrs|Physical disabilities,Nursing homes|Rehabilitation (illness/injury),2
West Midlands,Caring for adults under 65 yrs|Physical disabilities,Residential homes|Rehabilitation (illness/injury),2
West Midlands,Caring for adults under 65 yrs|Substance misuse problems,Rehabilitation (substance abuse),3
West Midlands,Caring for children (0 - 18yrs),Community services - Healthcare,7
West Midlands,Caring for children (0 - 18yrs),Community services - Mental Health,2
West Midlands,Caring for children (0 - 18yrs),Dentist,1
West Midlands,Caring for children (0 - 18yrs),Doctors/GPs,1
West Midlands,Caring for children (0 - 18yrs),Hospice,1
West Midlands,Caring for children (0 - 18yrs),Hospitals - Mental health/capacity,1
West Midlands,Caring for children (0 - 18yrs),Long-term conditions,1
West Midlands,Caring for children (0 - 18yrs),Prison healthcare,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Clinic|Community services - Healthcare,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Clinic|Phone/online advice,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Community services - Healthcare,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Dentist,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Diagnosis/screening,7
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Doctors/GPs|Doctors/GPs,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Hospice,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Mobile doctors,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Residential homes,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Ambulances,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Blood and transplant service,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic,5
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic|Community services - Healthcare,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic|Diagnosis/screening,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic|Doctors/GPs,3
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic|Doctors/GPs|Doctors/GPs,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Healthcare,6
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Healthcare|Community services - Learning disabilities|Community services - Mental Health,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Substance abuse,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Dentist,9
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Diagnosis/screening,9
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Dentist|Doctors/GPs,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Diagnosis/screening|Doctors/GPs,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Doctors/GPs,14
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Homecare agencies,5
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospice,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospital,5
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospital|Rehabilitation (illness/injury),1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Mobile doctors|Community services - Substance abuse,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Hospice,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Hospital|Dentist|Hospice|Rehabilitation (illness/injury),2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Hospital|Hospice|Rehabilitation (illness/injury),2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Substance misuse problems,Community services - Substance abuse,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Substance misuse problems,Dentist,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Eating disorders,Hospital|Hospitals - Mental health/capacity,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,3
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,5
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,4
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Physical disabilities,Hospital|Dentist|Hospice|Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Community services - Nursing|Homecare agencies|Supported living,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,3
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,12
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Supported living,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders,Community services - Healthcare|Community services - Learning disabilities|Community services - Mental Health|Community services - Substance abuse,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders,Doctors/GPs|Doctors/GPs,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies|Supported living,1
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Supported living,2
West Midlands,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,2
